Protein,VIKOR_Rank,EDAS_Rank,SPOTIS_Rank,Ranky_Score_Rank,Ranky_Rank,Borda_Score,Borda_Rank
TGRH88_035930,4003,1245,3964,3964,1141,2863.4,2620
TGRH88_032350,3268,1944,3217,3217,2675,2864.2,2621
TGRH88_042580,3253,2688,3202,3202,1978,2864.6,2622
TGRH88_041790,3599,1616,3553,3553,2010,2866.2,2623
TGRH88_079890,2871,3988,2813,2813,1848,2866.6,2624
TGRH88_011200,2705,2448,2645,2645,3894,2867.4,2625
TGRH88_037420,1811,4971,1716,1716,4126,2868,2626
TGRH88_048860,1169,4846,1067,1067,6193,2868.4,2627
TGRH88_086440,1081,5950,981,981,5354,2869.4,2628
TGRH88_001630,2485,2563,2420,2420,4464,2870.4,2629
TGRH88_017870,2067,4360,1989,1989,3951,2871.2,2630
TGRH88_014040,1621,3556,1530,1530,6124,2872.2,2631
TGRH88_043990,2289,4629,2229,2229,2988,2872.8,2632
TGRH88_079330,3380,2956,3329,3329,1370,2872.8,2632
TGRH88_047270,3779,1484,3735,3735,1632,2873,2634
TGRH88_047070,3193,2796,3140,3140,2103,2874.4,2635
TGRH88_024230,2751,3121,2694,2694,3113,2874.6,2636
TGRH88_004970,1788,4774,1690,1690,4440,2876.4,2637
TGRH88_046510,1267,5438,1158,1158,5368,2877.8,2638
TGRH88_062360,4377,122,4337,4337,1216,2877.8,2638
TGRH88_063000,3940,1103,3903,3903,1541,2878,2640
TGRH88_031310,3189,2199,3136,3136,2730,2878,2640
TGRH88_000310,1870,3951,1780,1780,5019,2880,2642
TGRH88_049200,3518,2827,3470,3470,1118,2880.6,2643
TGRH88_068770,3683,1998,3635,3635,1453,2880.8,2644
TGRH88_082290,4014,828,3975,3975,1613,2881,2645
TGRH88_025070,2267,2795,2205,2204,4942,2882.6,2646
TGRH88_075410,1911,4640,1819,1819,4226,2883,2647
TGRH88_076600,3321,2639,3269,3269,1923,2884.2,2648
TGRH88_047740,4081,1151,4042,4042,1113,2885.8,2649
TGRH88_049280,3857,1000,3817,3817,1945,2887.2,2650
TGRH88_042650,3453,2567,3401,3400,1615,2887.2,2650
TGRH88_037030,3695,1601,3647,3647,1849,2887.8,2652
TGRH88_054680,2499,3631,2431,2431,3456,2889.6,2653
TGRH88_070030,2072,5329,1994,1994,3061,2890,2654
TGRH88_011290,1798,4031,1699,1699,5236,2892.6,2655
TGRH88_031370,2354,3961,2294,2294,3562,2893,2656
TGRH88_039420,2929,3501,2872,2872,2299,2894.6,2657
TGRH88_034500,2988,2784,2935,2935,2851,2898.6,2658
TGRH88_002790,2850,2541,2791,2791,3536,2901.8,2659
TGRH88_039350,3554,1465,3506,3506,2479,2902,2660
TGRH88_028580,3550,1749,3502,3502,2208,2902.2,2661
TGRH88_001250,2984,1941,2930,2930,3728,2902.6,2662
TGRH88_017160,1302,3958,1190,1190,6875,2903,2663
TGRH88_034140,3693,1211,3645,3645,2324,2903.6,2664
TGRH88_030300,3302,2543,3250,3250,2175,2904,2665
TGRH88_034480,2583,2373,2521,2521,4528,2905.2,2666
TGRH88_071520,1895,3628,1869,1869,5276,2907.4,2667
TGRH88_010440,3064,2189,3016,3016,3270,2911,2668
TGRH88_000710,1826,3857,1732,1732,5416,2912.6,2669
TGRH88_003930,2258,2906,2193,2193,5018,2913.6,2670
TGRH88_076910,3706,1658,3659,3659,1891,2914.6,2671
TGRH88_025860,1767,3853,1670,1670,5616,2915.2,2672
TGRH88_005940,3201,2506,3455,3455,1965,2916.4,2673
TGRH88_041890,3526,2261,3801,3801,1203,2918.4,2674
TGRH88_004910,3427,1547,3376,3376,2868,2918.8,2675
TGRH88_054320,902,6154,797,797,5954,2920.8,2676
TGRH88_058750,3105,3401,3054,3054,1991,2921,2677
TGRH88_011990,2856,1779,3133,3133,3710,2922.2,2678
TGRH88_029690,3562,1488,3515,3515,2533,2922.6,2679
TGRH88_032750,1144,5254,1046,1046,6128,2923.6,2680
TGRH88_074340,3220,3599,3168,3168,1463,2923.6,2680
TGRH88_014170,3198,2521,3145,3144,2615,2924.6,2682
TGRH88_051900,3753,1893,3708,3709,1563,2925.2,2683
TGRH88_044070,3798,1127,3756,3756,2193,2926,2684
TGRH88_048930,4047,1035,4007,4007,1537,2926.6,2685
TGRH88_014750,3327,1765,3275,3275,2992,2926.8,2686
TGRH88_070950,2326,4137,2265,2265,3642,2927,2687
TGRH88_004350,3612,928,3564,3564,2969,2927.4,2688
TGRH88_021920,3055,2255,3006,3006,3327,2929.8,2689
TGRH88_080200,1386,5050,1266,1266,5686,2930.8,2690
TGRH88_072430,3331,2717,3279,3279,2049,2931,2691
TGRH88_025100,2667,3724,2603,2603,3059,2931.2,2692
TGRH88_009630,788,5872,688,688,6628,2932.8,2693
TGRH88_033500,2675,3776,2611,2611,2997,2934,2694
TGRH88_042950,2198,4047,2127,2128,4173,2934.6,2695
TGRH88_076430,4222,1112,4185,4185,970,2934.8,2696
TGRH88_060140,2673,4299,2609,2609,2485,2935,2697
TGRH88_052020,2753,4198,2696,2696,2334,2935.4,2698
TGRH88_030310,2355,3141,2295,2295,4593,2935.8,2699
TGRH88_038610,1308,4648,1197,1197,6334,2936.8,2700
TGRH88_013390,3880,859,3839,3839,2270,2937.4,2701
TGRH88_071660,3478,2880,3428,3428,1474,2937.6,2702
TGRH88_000100,2158,3791,2085,2085,4587,2941.2,2703
TGRH88_010540,2489,3551,2423,2423,3820,2941.2,2703
TGRH88_071950,2788,4426,2730,2730,2046,2944,2705
TGRH88_022360,3678,1937,3632,3632,1844,2944.6,2706
TGRH88_021960,2707,3729,2647,2647,3005,2947,2707
TGRH88_082600,2153,4448,2078,2078,3985,2948.4,2708
TGRH88_038020,1748,4043,1653,1653,5646,2948.6,2709
TGRH88_060340,1279,5380,1165,1165,5762,2950.2,2710
TGRH88_061720,3266,3050,3215,3215,2009,2951,2711
TGRH88_071470,3295,2817,3245,3245,2153,2951,2711
TGRH88_026610,2694,3793,2631,2632,3007,2951.4,2713
TGRH88_043170,1457,4255,1347,1347,6361,2953.4,2714
TGRH88_022270,4210,484,4171,4171,1732,2953.6,2715
TGRH88_036710,2982,3309,2928,2928,2628,2955,2716
TGRH88_083680,1704,4227,1607,1607,5639,2956.8,2717
TGRH88_036420,2600,4152,3131,3131,1778,2958.4,2718
TGRH88_044170,3144,3054,3092,3092,2414,2959.2,2719
TGRH88_069380,3987,1891,3949,3949,1022,2959.6,2720
TGRH88_053870,1743,4577,1649,1649,5185,2960.6,2721
TGRH88_022530,2219,2887,2151,2151,5395,2960.6,2721
TGRH88_067950,3158,2853,3105,3105,2583,2960.8,2723
TGRH88_081320,1480,4891,1380,1380,5673,2960.8,2723
TGRH88_030800,1669,4607,1576,1576,5378,2961.2,2725
TGRH88_024940,3038,3705,2989,2989,2086,2961.4,2726
TGRH88_060400,3845,2331,3805,3805,1021,2961.4,2726
TGRH88_056800,3156,3419,3103,3103,2028,2961.8,2728
TGRH88_061420,2910,3895,2853,2855,2316,2965.8,2729
TGRH88_034890,2545,4290,2480,2480,3040,2967,2730
TGRH88_082840,4249,1240,4210,4210,927,2967.2,2731
TGRH88_017420,3402,1901,3350,3350,2838,2968.2,2732
TGRH88_051000,3042,3809,2993,2993,2006,2968.6,2733
TGRH88_079540,2937,3558,2880,2880,2591,2969.2,2734
TGRH88_010120,3290,1206,3240,3240,3884,2972,2735
TGRH88_015780,3318,2594,3266,3266,2421,2973,2736
TGRH88_058960,3764,2150,3721,3719,1512,2973.2,2737
TGRH88_067060,4114,1451,4075,4075,1152,2973.4,2738
TGRH88_040390,2445,5026,2382,2382,2632,2973.4,2738
TGRH88_043960,3714,1644,3669,3669,2178,2974.8,2740
TGRH88_020590,4151,1275,4111,4111,1230,2975.6,2741
TGRH88_080080,3121,3871,3069,3069,1749,2975.8,2742
TGRH88_048650,1719,4779,1625,1625,5131,2975.8,2742
TGRH88_045570,3774,1875,3730,3730,1783,2978.4,2744
TGRH88_024570,2107,4796,2028,2028,3939,2979.6,2745
TGRH88_060760,3643,2418,3596,3596,1649,2980.4,2746
TGRH88_062140,3782,2139,3739,3739,1507,2981.2,2747
TGRH88_078090,3160,2929,3106,3106,2606,2981.4,2748
TGRH88_018490,1960,3759,1874,1874,5444,2982.2,2749
TGRH88_027860,2708,3637,2648,2648,3275,2983.2,2750
TGRH88_048660,2877,2999,2820,2821,3402,2983.8,2751
TGRH88_062210,3796,2305,3754,3754,1320,2985.8,2752
TGRH88_052570,2207,5485,2137,2137,2967,2986.6,2753
TGRH88_040500,933,597,6144,6144,1117,2987,2754
TGRH88_018770,2662,3986,2598,2598,3092,2987.2,2755
TGRH88_024160,3134,3446,3083,3083,2191,2987.4,2756
TGRH88_008800,3812,777,3769,3769,2810,2987.4,2756
TGRH88_006790,2501,3497,2434,2434,4072,2987.6,2758
TGRH88_042550,3661,2052,3615,3615,1997,2988,2759
TGRH88_076650,2591,5132,2528,2527,2162,2988,2759
TGRH88_043890,3536,2643,3488,3488,1792,2989.4,2761
TGRH88_041460,2140,4037,2065,2065,4651,2991.6,2762
TGRH88_060350,2390,5033,2327,2327,2884,2992.2,2763
TGRH88_000280,1402,4366,1287,1287,6623,2993,2764
TGRH88_036100,3073,3458,3024,3024,2387,2993.2,2765
TGRH88_057770,4196,1548,4156,4156,912,2993.6,2766
TGRH88_057940,3725,2641,3680,3680,1245,2994.2,2767
TGRH88_037940,3041,2865,2992,2992,3084,2994.8,2768
TGRH88_072170,4398,646,4359,4359,1215,2995.4,2769
TGRH88_011750,3586,1981,3539,3538,2346,2998,2770
TGRH88_008810,3737,1769,3693,3693,2098,2998,2770
TGRH88_077330,3414,3481,3362,3362,1375,2998.8,2772
TGRH88_024270,4148,1308,4108,4108,1326,2999.6,2773
TGRH88_045490,2763,942,5163,5163,967,2999.6,2773
TGRH88_054200,2175,3260,2104,2104,5357,3000,2775
TGRH88_070000,1967,4462,1883,1883,4822,3003.4,2776
TGRH88_035370,1289,5273,1174,1174,6126,3007.2,2777
TGRH88_036120,3674,2087,3628,3627,2022,3007.6,2778
TGRH88_000400,3191,1794,3138,3138,3783,3008.8,2779
TGRH88_031360,2833,3839,2775,2775,2826,3009.6,2780
TGRH88_006740,2012,3515,1930,1930,5661,3009.6,2780
TGRH88_076320,2019,4143,1937,1937,5014,3010,2782
TGRH88_065810,3108,2581,3148,3148,3074,3011.8,2783
TGRH88_081860,2423,4281,2360,2360,3635,3011.8,2783
TGRH88_008760,3420,2460,3368,3368,2454,3014,2785
TGRH88_020020,2457,3288,2394,2394,4543,3015.2,2786
TGRH88_055810,1920,4306,1831,1831,5188,3015.2,2786
TGRH88_001340,1803,4005,1707,1707,5856,3015.6,2788
TGRH88_066220,2807,4480,2750,2750,2300,3017.4,2789
TGRH88_000300,2765,3019,2707,2707,3890,3017.6,2790
TGRH88_021420,921,5655,818,818,6882,3018.8,2791
TGRH88_014200,3205,2177,3153,3153,3408,3019.2,2792
TGRH88_046090,2750,3470,2693,2693,3491,3019.4,2793
TGRH88_005710,1451,4487,1342,1342,6481,3020.6,2794
TGRH88_061970,1486,5406,1384,1384,5450,3022,2795
TGRH88_010480,1422,5419,1332,1332,5607,3022.4,2796
TGRH88_004440,2398,3782,2333,2333,4274,3024,2797
TGRH88_043810,2966,2653,2912,2912,3680,3024.6,2798
TGRH88_017370,2469,3304,2403,2403,4548,3025.4,2799
TGRH88_080090,3048,3328,2999,3000,2754,3025.8,2800
TGRH88_040940,1645,5234,1553,1553,5145,3026,2801
TGRH88_018500,1481,5402,1464,1464,5330,3028.2,2802
TGRH88_077530,2881,4151,2825,2825,2459,3028.2,2802
TGRH88_038520,1448,4699,1339,1339,6317,3028.4,2804
TGRH88_069020,2725,3250,2663,2663,3842,3028.6,2805
TGRH88_037340,974,6150,871,871,6278,3028.8,2806
TGRH88_061040,4344,1107,4307,4307,1082,3029.4,2807
TGRH88_073530,3376,2231,3325,3325,2890,3029.4,2807
TGRH88_018860,2790,4354,2732,2732,2541,3029.8,2809
TGRH88_048520,2194,3956,2123,2123,4762,3031.6,2810
TGRH88_056540,3390,3094,3338,3338,1998,3031.6,2810
TGRH88_065200,2102,4009,2023,2023,5002,3031.8,2812
TGRH88_074540,2861,2287,3984,3984,2044,3032,2813
TGRH88_000030,2596,2814,2533,2533,4685,3032.2,2814
TGRH88_066300,3277,1671,3227,3227,3763,3033,2815
TGRH88_000960,3474,1361,3425,3425,3482,3033.4,2816
TGRH88_065430,1735,4695,1642,1642,5455,3033.8,2817
TGRH88_074210,2857,3748,2798,2798,2972,3034.6,2818
TGRH88_018660,2853,3321,2795,2795,3414,3035.6,2819
TGRH88_029440,2892,2867,2835,2835,3750,3035.8,2820
TGRH88_040420,3954,1138,3915,3914,2260,3036.2,2821
TGRH88_072440,1283,5901,1169,1169,5660,3036.4,2822
TGRH88_003240,3218,3085,3165,3165,2554,3037.4,2823
TGRH88_042100,2702,4330,2642,2642,2871,3037.4,2823
TGRH88_064710,2841,3118,2783,2783,3668,3038.6,2825
TGRH88_000950,2222,3918,2154,2154,4745,3038.6,2825
TGRH88_021470,1018,5445,915,915,6901,3038.8,2827
TGRH88_077420,3441,3567,3391,3391,1410,3040,2828
TGRH88_009720,2884,2849,2828,2827,3813,3040.2,2829
TGRH88_009670,2974,2937,2921,2921,3449,3040.4,2830
TGRH88_008430,3326,1714,3274,3274,3630,3043.6,2831
TGRH88_073060,4208,1283,4169,4169,1394,3044.6,2832
TGRH88_031340,1140,6006,1043,1043,5997,3045.8,2833
TGRH88_032220,3403,2990,3351,3351,2134,3045.8,2833
TGRH88_069540,1945,4885,2084,2084,4237,3047,2835
TGRH88_078180,3555,3975,3508,3508,690,3047.2,2836
TGRH88_032100,1591,4283,1496,1496,6373,3047.8,2837
TGRH88_059100,3062,4001,3013,3013,2156,3049,2838
TGRH88_019520,3094,4011,3142,3142,1857,3049.2,2839
TGRH88_030220,3272,2681,3221,3221,2853,3049.6,2840
TGRH88_071260,4078,1823,4039,4039,1272,3050.2,2841
TGRH88_004600,1676,4657,1605,1606,5713,3051.4,2842
TGRH88_037130,3324,1882,3272,3272,3507,3051.4,2842
TGRH88_063850,3924,1571,3887,3887,1992,3052.2,2844
TGRH88_005440,2114,3539,2036,2036,5540,3053,2845
TGRH88_035070,2285,4837,2224,2224,3695,3053,2845
TGRH88_024060,2331,4095,2271,2271,4300,3053.6,2847
TGRH88_074250,3809,2350,3766,3767,1586,3055.6,2848
TGRH88_073970,1779,4823,1682,1682,5314,3056,2849
TGRH88_018980,1172,5307,1071,1071,6670,3058.2,2850
TGRH88_037250,3590,2660,3542,3543,1971,3061.2,2851
TGRH88_043420,1635,4816,1542,1542,5778,3062.6,2852
TGRH88_024510,2280,4467,2218,2218,4131,3062.8,2853
TGRH88_023370,1406,5051,1295,1295,6282,3065.8,2854
TGRH88_072970,4458,835,4419,4419,1202,3066.6,2855
TGRH88_059400,3868,1494,3826,3827,2321,3067.2,2856
TGRH88_059630,2210,5644,2141,2141,3208,3068.8,2857
TGRH88_001390,3286,1777,3236,3236,3809,3068.8,2857
TGRH88_077060,2738,4889,2680,2680,2371,3071.6,2859
TGRH88_022380,3667,1886,3622,3622,2567,3072.8,2860
TGRH88_079730,3654,3296,3608,3608,1206,3074.4,2861
TGRH88_067420,2958,4637,2904,2904,1973,3075.2,2862
TGRH88_062270,3770,2376,3726,3724,1787,3076.6,2863
TGRH88_055120,2611,4759,2545,2545,2923,3076.6,2863
TGRH88_082730,2996,4784,2943,2943,1721,3077.4,2865
TGRH88_041040,1683,4509,1587,1587,6027,3078.6,2866
TGRH88_076970,2396,5170,2331,2331,3166,3078.8,2867
TGRH88_013770,1423,5007,1310,1310,6353,3080.6,2868
TGRH88_005320,3564,1318,3518,3517,3501,3083.6,2869
TGRH88_084320,2473,4911,2408,2408,3218,3083.6,2869
TGRH88_001060,1066,5288,965,965,7139,3084.6,2871
TGRH88_062420,1634,5243,1541,1541,5469,3085.6,2872
TGRH88_057760,1630,5304,1539,1539,5422,3086.8,2873
TGRH88_007120,2846,3103,2787,2787,3912,3087,2874
TGRH88_031670,3719,2781,3674,3674,1588,3087.2,2875
TGRH88_076730,1965,4926,1879,1879,4787,3087.2,2875
TGRH88_026660,2448,4450,2386,2386,3777,3089.4,2877
TGRH88_017400,3839,1315,3799,3799,2698,3090,2878
TGRH88_042420,1531,1900,4766,4766,2504,3093.4,2879
TGRH88_014390,4074,1060,4035,4035,2266,3094,2880
TGRH88_034040,4389,725,4349,4349,1661,3094.6,2881
TGRH88_040210,1670,4649,1577,1577,6003,3095.2,2882
TGRH88_080350,3339,2697,3288,3288,2869,3096.2,2883
TGRH88_049650,2832,4385,2774,2774,2718,3096.6,2884
TGRH88_019530,2590,4181,2527,2528,3657,3096.6,2884
TGRH88_065130,1834,4293,1741,1741,5875,3096.8,2886
TGRH88_001400,3066,2583,3018,3018,3800,3097,2887
TGRH88_037020,2854,3786,2796,2796,3259,3098.2,2888
TGRH88_039070,1301,5444,1189,1189,6371,3098.8,2889
TGRH88_023050,3613,2003,3565,3565,2750,3099.2,2890
TGRH88_073120,2559,5229,2495,2495,2719,3099.4,2891
TGRH88_063460,3077,4075,3028,3028,2290,3099.6,2892
TGRH88_033570,1829,4758,1735,1735,5446,3100.6,2893
TGRH88_083040,1693,4688,1597,1597,5936,3102.2,2894
TGRH88_025310,3463,3366,3412,3412,1859,3102.4,2895
TGRH88_058330,4487,1178,4447,4447,964,3104.6,2896
TGRH88_075520,2329,5001,2268,2268,3659,3105,2897
TGRH88_006430,3150,3554,3099,3099,2623,3105,2897
TGRH88_073220,3031,2960,2981,2981,3575,3105.6,2899
TGRH88_025560,3460,1825,3409,3409,3426,3105.8,2900
TGRH88_060890,2729,4032,2667,2667,3434,3105.8,2900
TGRH88_025520,3225,2832,3174,3174,3126,3106.2,2902
TGRH88_034070,3854,2378,3813,3813,1676,3106.8,2903
TGRH88_057510,2519,5137,2454,2454,2981,3109,2904
TGRH88_005960,3642,1341,3595,3595,3382,3111,2905
TGRH88_065190,1294,5564,1180,1180,6338,3111.2,2906
TGRH88_018060,3206,2501,3154,3154,3542,3111.4,2907
TGRH88_029800,1608,4903,1515,1515,6022,3112.6,2908
TGRH88_001350,2045,3667,2021,2021,5814,3113.6,2909
TGRH88_076230,3485,3057,3435,3435,2165,3115.4,2910
TGRH88_016940,3242,2873,3191,3191,3093,3118,2911
TGRH88_044850,3174,4284,3121,3121,1897,3119.4,2912
TGRH88_027950,2634,3825,2570,2570,4003,3120.4,2913
TGRH88_022090,2251,4401,2186,2186,4582,3121.2,2914
TGRH88_051330,4028,1854,3990,3990,1746,3121.6,2915
TGRH88_076510,3416,3413,3364,3364,2051,3121.6,2915
TGRH88_036550,2734,4388,2676,2676,3137,3122.2,2917
TGRH88_062230,4383,887,4343,4343,1657,3122.6,2918
TGRH88_016790,2761,3392,2704,2704,4062,3124.6,2919
TGRH88_025680,2462,4403,2399,2399,3961,3124.8,2920
TGRH88_035500,2021,3966,1939,1939,5774,3127.8,2921
TGRH88_046960,4070,1824,4030,4030,1690,3128.8,2922
TGRH88_006080,4380,1203,4339,4339,1383,3128.8,2922
TGRH88_043070,1711,4819,1616,1616,5889,3130.2,2924
TGRH88_032650,3894,2249,3855,3855,1799,3130.4,2925
TGRH88_016170,3364,3429,3314,3315,2233,3131,2926
TGRH88_009020,1351,4701,1233,1233,7138,3131.2,2927
TGRH88_062000,3773,2699,3729,3729,1731,3132.2,2928
TGRH88_033160,3849,2170,3846,3846,1953,3132.8,2929
TGRH88_021460,3386,2191,3334,3334,3427,3134.4,2930
TGRH88_049520,1469,5467,1363,1363,6012,3134.8,2931
TGRH88_069480,1240,6474,1133,1133,5697,3135.4,2932
TGRH88_041010,2904,4002,2848,2848,3078,3136,2933
TGRH88_050190,2994,3472,2942,2942,3336,3137.2,2934
TGRH88_056070,2719,4621,2659,2659,3029,3137.4,2935
TGRH88_023420,1413,4845,1302,1302,6825,3137.4,2935
TGRH88_001810,2622,3354,2556,2556,4602,3138,2937
TGRH88_005870,2049,4900,1970,1970,4803,3138.4,2938
TGRH88_056060,3522,2830,3473,3473,2404,3140.4,2939
TGRH88_056100,2564,5246,2500,2500,2894,3140.8,2940
TGRH88_044260,3456,3591,3405,3405,1855,3142.4,2941
TGRH88_074810,3088,4532,3039,3039,2015,3142.6,2942
TGRH88_002090,3438,1617,3388,3388,3891,3144.4,2943
TGRH88_047430,3974,1461,3936,3936,2420,3145.4,2944
TGRH88_021690,1941,3957,1856,1856,6123,3146.6,2945
TGRH88_045360,3624,3008,3576,3576,1960,3148.8,2946
TGRH88_067590,1808,5468,1713,1713,5045,3149.4,2947
TGRH88_080040,1781,5293,1684,1684,5311,3150.6,2948
TGRH88_073790,3603,3511,3557,3557,1538,3153.2,2949
TGRH88_015680,3673,2185,3627,3628,2654,3153.4,2950
TGRH88_077880,2770,4497,2711,2711,3079,3153.6,2951
TGRH88_009780,2371,3171,2369,2369,5489,3153.8,2952
TGRH88_022250,2277,4996,2216,2215,4071,3155,2953
TGRH88_051630,3700,2374,3652,3652,2397,3155,2953
TGRH88_028700,4323,1013,4283,4283,1877,3155.8,2955
TGRH88_040950,1246,5575,1138,1138,6684,3156.2,2956
TGRH88_036370,2560,3247,2496,2496,4989,3157.6,2957
TGRH88_081960,3244,4178,3193,3193,1982,3158,2958
TGRH88_002160,2755,3695,2698,2698,3946,3158.4,2959
TGRH88_035560,2972,3240,2919,2919,3745,3159,2960
TGRH88_033840,1653,4859,1562,1562,6166,3160.4,2961
TGRH88_073820,4666,1154,4624,4624,738,3161.2,2962
TGRH88_025460,3600,1748,3554,3554,3351,3161.4,2963
TGRH88_072960,4572,1394,4532,4532,778,3161.6,2964
TGRH88_066070,1495,5300,1396,1396,6226,3162.6,2965
TGRH88_049950,4269,1269,4230,4230,1825,3164.6,2966
TGRH88_028540,2830,3738,2772,2772,3716,3165.6,2967
TGRH88_009150,3281,2399,3231,3231,3687,3165.8,2968
TGRH88_070300,2487,4787,2422,2422,3715,3166.6,2969
TGRH88_042960,936,6602,833,833,6631,3167,2970
TGRH88_003280,2431,4329,2368,2368,4340,3167.2,2971
TGRH88_011950,4172,1530,4130,4130,1890,3170.4,2972
TGRH88_030420,3389,2659,3337,3337,3131,3170.6,2973
TGRH88_040310,3461,3487,3410,3410,2095,3172.6,2974
TGRH88_079060,2523,5927,2459,2459,2502,3174,2975
TGRH88_031940,2047,3675,1968,1968,6220,3175.6,2976
TGRH88_017330,1311,5261,1199,1199,6908,3175.6,2976
TGRH88_005160,3387,2480,3335,3336,3350,3177.6,2978
TGRH88_026440,2547,4291,2482,2482,4088,3178,2979
TGRH88_061860,3873,1931,3831,3831,2426,3178.4,2980
TGRH88_017860,3789,2837,3747,3747,1772,3178.4,2980
TGRH88_047360,2550,5227,2484,2484,3149,3178.8,2982
TGRH88_009160,2353,4332,2293,2293,4632,3180.6,2983
TGRH88_078970,3308,4289,3255,3255,1797,3180.8,2984
TGRH88_016450,2403,3808,2405,2405,4886,3181.4,2985
TGRH88_041510,3541,2634,3493,3493,2748,3181.8,2986
TGRH88_029140,2806,3751,2749,2749,3864,3183.8,2987
TGRH88_080530,3552,2729,3780,3780,2082,3184.6,2988
TGRH88_075650,3023,3640,2972,2972,3318,3185,2989
TGRH88_015790,2584,3542,2568,2568,4672,3186.8,2990
TGRH88_073620,2553,5676,2488,2488,2729,3186.8,2990
TGRH88_042010,3697,2385,3649,3649,2563,3188.6,2992
TGRH88_081420,2896,4311,2840,2840,3062,3189.8,2993
TGRH88_006340,1369,5264,1246,1246,6832,3191.4,2994
TGRH88_073090,968,7077,864,864,6185,3191.6,2995
TGRH88_018210,1534,4642,1435,1435,6913,3191.8,2996
TGRH88_071810,4327,1682,4287,4287,1377,3192,2997
TGRH88_064860,1065,6877,963,963,6098,3193.2,2998
TGRH88_026200,2582,3208,2520,2520,5140,3194,2999
TGRH88_051780,3309,2602,3256,3256,3549,3194.4,3000
TGRH88_009200,3447,2343,3397,3397,3389,3194.6,3001
TGRH88_075940,3535,3842,3487,3487,1624,3195,3002
TGRH88_060500,2496,3506,2688,2688,4598,3195.2,3003
TGRH88_059270,2291,5341,2231,2231,3883,3195.4,3004
TGRH88_015600,3902,2401,4034,4034,1607,3195.6,3005
TGRH88_014010,2792,4558,2734,2734,3162,3196,3006
TGRH88_076580,4394,1496,4355,4355,1382,3196.4,3007
TGRH88_014560,3002,2808,2950,2950,4275,3197,3008
TGRH88_035940,1648,4788,1555,1555,6441,3197.4,3009
TGRH88_059320,3495,3777,3445,3445,1826,3197.6,3010
TGRH88_020060,2192,4272,2121,2121,5283,3197.8,3011
TGRH88_081930,4011,2751,3971,3971,1289,3198.6,3012
TGRH88_073710,3734,2077,3691,3691,2803,3199.2,3013
TGRH88_057810,3767,2719,3724,3725,2070,3201,3014
TGRH88_022940,3681,1912,3634,3634,3148,3201.8,3015
TGRH88_076260,4277,2134,4237,4237,1124,3201.8,3015
TGRH88_019100,3777,2009,3733,3733,2758,3202,3017
TGRH88_039300,2574,4610,2511,2511,3806,3202.4,3018
TGRH88_039740,2714,4078,2729,2729,3762,3202.4,3018
TGRH88_008730,2793,2969,2735,2735,4782,3202.8,3020
TGRH88_020780,2168,4836,2096,2097,4825,3204.4,3021
TGRH88_012440,3837,1345,3797,3797,3250,3205.2,3022
TGRH88_009000,2293,3032,2233,2233,6235,3205.2,3022
TGRH88_056360,2155,5367,2081,2081,4344,3205.6,3024
TGRH88_061770,1245,6241,1137,1137,6269,3205.8,3025
TGRH88_053670,4630,1314,4588,4588,909,3205.8,3025
TGRH88_078830,4841,939,4798,4798,654,3206,3027
TGRH88_050940,3566,1042,4335,4335,2753,3206.2,3028
TGRH88_073660,2798,3922,2740,2740,3851,3210.2,3029
TGRH88_017780,3625,1463,4567,4567,1833,3211,3030
TGRH88_012040,3104,2973,3053,3053,3872,3211,3030
TGRH88_012250,3181,933,5199,5199,1549,3212.2,3032
TGRH88_004000,3620,1817,3572,3572,3483,3212.8,3033
TGRH88_062500,4335,1940,4297,4297,1201,3214,3034
TGRH88_073400,4244,1980,4206,4206,1435,3214.2,3035
TGRH88_046300,3684,2433,3636,3636,2682,3214.2,3035
TGRH88_058580,4316,1500,4276,4276,1708,3215.2,3037
TGRH88_065510,1858,5272,1767,1767,5415,3215.8,3038
TGRH88_020100,3579,2484,3531,3531,2955,3216,3039
TGRH88_051950,1432,5892,1319,1319,6119,3216.2,3040
TGRH88_014700,2746,3882,2690,2691,4074,3216.6,3041
TGRH88_044970,3563,3878,3516,3516,1614,3217.4,3042
TGRH88_081760,2995,2756,3188,3188,3968,3219,3043
TGRH88_029600,1684,4743,1588,1588,6495,3219.6,3044
TGRH88_048680,3098,3746,3048,3048,3175,3223,3045
TGRH88_025000,3168,3700,3115,3115,3020,3223.6,3046
TGRH88_046060,3299,2176,3294,3294,4065,3225.6,3047
TGRH88_055730,4850,549,4807,4807,1122,3227,3048
TGRH88_001310,3154,2153,3102,3102,4625,3227.2,3049
TGRH88_068360,2997,4144,2944,2944,3111,3228,3050
TGRH88_016410,4025,1256,3987,3987,2886,3228.2,3051
TGRH88_078100,3619,2532,3571,3571,2852,3229,3052
TGRH88_050480,3071,1651,4719,4719,1993,3230.6,3053
TGRH88_033700,1180,5914,1080,1080,6903,3231.4,3054
TGRH88_065680,2038,6056,1959,1959,4148,3232,3055
TGRH88_037110,2939,4190,2882,2882,3268,3232.2,3056
TGRH88_075310,4050,1894,4289,4289,1639,3232.2,3056
TGRH88_051160,3959,2437,3920,3920,1927,3232.6,3058
TGRH88_035130,1613,4892,1521,1521,6617,3232.8,3059
TGRH88_037610,1222,6353,1120,1120,6349,3232.8,3059
TGRH88_065270,3945,3245,3908,3908,1162,3233.6,3061
